Tournament,Country,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score,Cluster
112,45,17,3,1,2,1,3,996,365,761,44.0,70.0,800.0,546.0,1.5,2.5,2663,2
112,45,17,3,1,2,1,3,502,3,3,78.0,6.0,511.0,2275.0,6.5,1.1,501,2
112,45,18,3,1,2,1,3,730,317,561,75.0,345.0,515.0,91.0,1.39,2.75,3680,0
112,45,18,3,1,2,1,3,88,357,278,108.0,63.0,390.0,595.0,2.62,1.44,1204,2
112,45,18,3,1,2,4,3,3,969,3,6.0,44.0,2275.0,800.0,1.19,4.33,2893,2
112,45,18,3,1,2,4,3,628,165,126,62.0,47.0,598.0,730.0,1.66,2.1,1855,2
112,45,19,3,1,2,4,3,445,667,345,26.0,50.0,1181.0,688.0,1.33,3.25,1973,2
112,45,19,3,1,2,4,3,365,719,561,63.0,75.0,595.0,515.0,1.3,3.39,4494,2
112,45,20,3,1,2,6,3,3,165,3,6.0,47.0,2275.0,730.0,1.16,4.5,4119,2
112,45,20,3,1,2,6,3,445,719,561,26.0,75.0,1181.0,515.0,1.36,3.0,4237,2
112,45,20,3,1,2,7,3,3,719,3,6.0,75.0,2275.0,515.0,1.14,5.0,4311,2
50,11,14,3,1,0,0,3,1077,815,633,82.0,133.0,483.0,315.0,1.5,2.5,121,0
50,11,14,3,1,0,0,3,1103,173,845,127.0,864.0,346.0,11.0,1.3050000000000002,3.39,5103,0
50,11,14,3,1,0,0,3,646,250,195,58.0,129.0,637.0,329.0,1.28,3.25,2067,0
50,11,14,3,1,0,0,3,112,11,87,388.0,117.0,72.0,377.0,2.755,1.4340000000000002,3512,0
50,11,14,3,1,0,0,3,537,187,143,681.0,15.0,23.0,1500.0,11.0,1.02,4975,0
50,11,14,3,1,0,0,3,768,699,591,24.0,84.0,1215.0,469.0,1.28,3.25,3512,0
50,11,14,3,1,0,0,3,1054,1076,846,179.0,37.0,227.0,946.0,4.5,1.16,412,0
50,11,15,3,1,0,0,3,873,545,672,16.0,202.0,1485.0,190.0,1.22,3.75,4188,0
50,11,15,3,1,0,0,3,622,627,489,233.0,88.0,156.0,454.0,5.0,1.14,412,0
50,11,15,3,1,0,0,3,1095,454,838,126.0,207.0,348.0,187.0,1.33,3.0,2969,0
50,11,15,3,1,0,0,3,999,309,239,94.0,21.0,435.0,1340.0,2.87,1.36,1051,0
50,11,15,3,1,0,0,3,1034,754,792,92.0,104.0,441.0,397.0,1.57,2.25,2422,0
50,11,15,3,1,0,0,3,431,339,262,79.0,86.0,506.0,457.0,3.0,1.33,426,0
50,11,15,3,1,0,0,3,241,142,193,97.0,163.0,417.0,259.0,1.36,2.87,3545,0
50,11,16,3,1,0,1,3,112,250,195,388.0,129.0,72.0,329.0,3.0,1.36,800,0
50,11,16,3,1,0,1,3,768,815,591,24.0,133.0,1215.0,315.0,1.36,3.0,2410,0
50,11,16,3,1,0,1,3,632,187,143,88.0,15.0,454.0,1500.0,7.5,1.07,3196,0
50,11,16,3,1,0,1,3,308,248,241,28.0,97.0,1170.0,417.0,1.14,5.0,4119,0
50,11,17,3,1,0,1,3,1095,309,239,126.0,21.0,348.0,1340.0,4.0,1.22,446,0
50,11,17,3,1,0,1,3,873,1010,672,16.0,92.0,1485.0,441.0,1.22,4.0,3459,0
50,11,17,3,1,0,1,3,343,1076,846,86.0,37.0,457.0,946.0,2.75,1.39,129,0
50,11,17,3,1,0,1,3,725,1075,558,29.0,127.0,1130.0,346.0,1.11,6.0,3459,0
50,11,18,3,1,0,4,3,244,757,591,129.0,24.0,329.0,1215.0,2.75,1.39,21,0
50,11,18,3,1,0,4,3,1104,861,846,37.0,16.0,946.0,1485.0,2.2,1.61,1096,0
50,11,18,3,1,0,4,3,308,187,143,28.0,15.0,1170.0,1500.0,2.25,1.57,772,0
50,11,18,3,1,0,4,3,725,309,558,29.0,21.0,1130.0,1340.0,1.57,2.25,3752,0
50,11,19,3,1,0,6,3,1104,187,143,37.0,15.0,946.0,1500.0,4.5,1.16,3861,0
50,11,19,3,1,0,6,3,725,757,558,29.0,24.0,1130.0,1215.0,1.36,3.0,4188,0
50,11,20,3,1,0,7,3,725,187,143,29.0,15.0,1130.0,1500.0,3.75,1.25,643,0
87,29,21,3,1,0,0,3,22,339,18,50.0,90.0,704.0,464.0,1.39,2.75,3071,0
87,29,21,3,1,0,0,3,710,412,320,84.0,49.0,469.0,720.0,3.25,1.28,4797,0
87,29,21,3,1,0,0,3,902,430,695,81.0,80.0,492.0,506.0,1.5,2.5,547,0
87,29,21,3,1,0,0,3,1175,161,122,118.0,230.0,376.0,168.0,1.22,3.75,1247,0
87,29,21,3,1,0,0,3,999,528,764,121.0,86.0,370.0,468.0,1.57,2.25,4119,0
87,29,21,3,1,0,0,3,1077,0,1,82.0,45.0,483.0,778.0,3.2,1.3,2253,0
87,29,21,3,1,0,0,3,189,515,145,103.0,76.0,400.0,518.0,2.0,1.72,5119,0
87,29,22,3,1,0,0,3,622,696,542,234.0,68.0,160.0,556.0,7.5,1.06,783,0
87,29,22,3,1,0,0,3,708,633,544,65.0,166.0,585.0,248.0,1.57,2.25,2451,0
87,29,22,3,1,0,0,3,835,746,582,11.0,54.0,1652.0,659.0,1.462,2.643333333333333,1855,0
87,29,22,3,1,0,0,3,12,815,9,83.0,132.0,482.0,327.0,1.33,3.25,5373,0
87,29,22,3,1,0,0,3,1147,649,509,71.0,95.0,545.0,434.0,1.36,2.87,1786,0
87,29,22,3,1,0,0,3,1104,541,846,33.0,186.0,996.0,221.0,1.12,5.5,3459,0
87,29,22,3,1,0,0,3,329,715,558,1469.0,29.0,1.0,1175.0,11.0,1.02,5348,0
87,29,23,3,1,0,1,3,708,696,544,65.0,68.0,585.0,556.0,2.62,1.44,4334,0
87,29,23,3,1,0,1,3,189,412,320,103.0,49.0,400.0,720.0,2.37,1.53,871,0
87,29,23,3,1,0,1,3,187,627,143,9.0,87.0,1670.0,468.0,1.08,7.0,1096,0
87,29,24,3,1,0,1,3,1104,649,509,33.0,95.0,996.0,434.0,1.3,3.39,924,0
87,29,24,3,1,0,1,3,759,12,582,54.0,83.0,659.0,482.0,1.5,2.5,1199,0
87,29,24,3,1,0,1,3,156,0,1,230.0,45.0,168.0,778.0,5.0,1.14,871,0
87,29,24,3,1,0,1,3,999,715,764,121.0,29.0,370.0,1175.0,2.87,1.38,768,0
87,29,25,3,1,0,4,3,759,649,509,54.0,95.0,659.0,434.0,1.5,2.5,426,0
87,29,25,3,1,0,4,3,999,0,764,121.0,45.0,370.0,778.0,2.25,1.57,1828,0
87,29,25,3,1,0,4,3,22,187,143,50.0,9.0,704.0,1670.0,5.5,1.12,1855,0
87,29,25,3,1,0,4,3,708,412,544,65.0,49.0,585.0,720.0,2.62,1.44,3512,0
87,29,26,3,1,0,6,3,187,649,509,9.0,95.0,1670.0,434.0,1.08,7.0,1903,0
87,29,26,3,1,0,6,3,708,972,544,65.0,121.0,585.0,370.0,2.1,1.66,1274,0
87,29,27,3,1,0,7,3,659,697,544,95.0,65.0,434.0,585.0,1.57,2.25,4703,0
100,45,21,4,1,2,0,3,822,802,631,286.0,105.0,122.0,399.0,2.25,1.57,5305,0
100,45,21,4,1,2,0,3,626,572,452,172.0,130.0,235.0,341.0,2.5,1.5,446,2
100,45,21,4,1,2,0,3,373,299,285,70.0,297.0,551.0,113.0,1.28,3.25,3482,2
100,45,21,4,1,2,0,3,980,704,550,271.0,113.0,131.0,378.0,3.546666666666667,1.276333333333333,1855,2
100,45,22,4,1,2,0,3,33,945,25,77.0,671.0,513.0,25.0,1.2593333333333334,3.7375,68,0
100,45,22,4,1,2,0,3,225,432,336,240.0,89.0,153.0,465.0,4.0,1.19,1438,2
100,45,22,4,1,2,0,3,88,593,71,101.0,109.0,405.0,389.0,1.19,4.0,4150,2
100,45,22,4,1,2,0,3,140,486,381,53.0,75.0,665.0,525.0,1.83,1.83,1304,2
100,45,22,4,1,2,0,3,87,710,70,99.0,145.0,413.0,295.0,1.5,2.5,3545,2
100,45,22,4,1,2,0,3,502,357,278,78.0,60.0,511.0,630.0,3.2,1.3,446,2
100,45,22,4,1,2,0,3,179,573,136,117.0,85.0,376.0,469.0,1.72,2.0,2550,2
100,45,22,4,1,2,0,3,177,852,664,1281.0,157.0,3.0,273.0,6.0,1.1,2090,0
100,45,22,4,1,2,0,3,424,148,329,243.0,155.0,151.0,275.0,3.2,1.3,2948,2
100,45,22,4,1,2,0,3,435,52,36,183.0,173.0,221.0,235.0,2.1,1.66,473,2
100,45,22,4,1,2,0,3,444,803,344,62.0,208.0,598.0,188.0,2.2,1.61,5137,2
100,45,23,4,1,2,0,3,922,719,561,55.0,59.0,654.0,630.0,2.75,1.39,871,2
100,45,23,4,1,2,1,3,881,572,678,5.0,130.0,3200.0,341.0,1.04,9.0,3545,2
100,45,23,4,1,2,1,3,87,1135,891,99.0,52.0,413.0,688.0,1.72,2.0,2390,2
100,45,23,4,1,2,1,3,491,688,381,75.0,31.0,525.0,1070.0,2.2,1.61,1744,2
100,45,23,4,1,2,1,3,1173,432,336,254.0,89.0,140.0,465.0,3.0,1.36,4380,2
100,45,23,4,1,2,1,3,714,425,550,113.0,13.0,378.0,1580.0,3.75,1.25,5729,2
100,45,23,4,1,2,1,3,651,719,561,32.0,59.0,1060.0,630.0,2.2,1.61,4462,2
100,45,23,4,1,2,1,3,365,71,278,60.0,44.0,630.0,812.0,1.44,2.62,3545,2
100,45,23,4,1,2,1,3,678,852,664,51.0,157.0,693.0,273.0,1.36,3.0,1075,2
100,45,23,4,1,2,1,3,179,106,136,117.0,315.0,376.0,107.0,1.08,7.0,2907,2
100,45,23,4,1,2,1,3,822,391,303,286.0,35.0,122.0,970.0,4.33,1.19,446,2
100,45,24,4,1,2,1,3,163,52,126,47.0,173.0,730.0,235.0,1.16,4.5,3512,2
100,45,24,4,1,2,1,3,1004,99,71,18.0,101.0,1435.0,405.0,1.72,2.0,1628,2
100,45,24,4,1,2,1,3,444,444,344,62.0,24.0,598.0,1251.0,3.25,1.33,4304,2
100,45,24,4,1,2,1,3,424,882,690,243.0,37.0,151.0,913.0,5.0,1.14,4397,2
100,45,24,4,1,2,1,3,996,365,761,42.0,70.0,825.0,551.0,1.36,3.0,3938,2
100,45,24,4,1,2,1,3,33,88,62,77.0,36.0,513.0,941.0,2.25,1.57,1802,2
100,45,24,4,1,2,2,3,491,882,381,75.0,37.0,525.0,913.0,2.25,1.57,5549,2
100,45,24,4,1,2,2,3,730,178,136,59.0,117.0,630.0,376.0,1.44,2.62,3875,2
100,45,24,4,1,2,2,3,996,704,761,42.0,113.0,825.0,378.0,1.39,2.75,3701,2
100,45,25,4,1,2,2,3,396,88,62,35.0,36.0,970.0,941.0,1.53,2.37,2050,2
100,45,25,4,1,2,2,3,861,432,664,157.0,89.0,273.0,465.0,3.0,1.36,670,2
100,45,25,4,1,2,2,3,365,442,344,60.0,62.0,630.0,598.0,1.25,3.75,1855,2
100,45,25,4,1,2,2,3,881,165,678,5.0,47.0,3200.0,730.0,1.06,8.0,4290,2
100,45,25,4,1,2,2,3,1165,99,71,52.0,101.0,688.0,405.0,3.0,1.36,837,2
100,45,25,4,1,2,4,3,996,442,761,42.0,62.0,825.0,598.0,1.5,2.5,4311,2
100,45,25,4,1,2,4,3,491,866,678,75.0,5.0,525.0,3200.0,6.0,1.11,5490,2
100,45,26,4,1,2,4,3,88,178,71,101.0,117.0,405.0,376.0,1.39,2.75,3482,2
100,45,26,4,1,2,4,3,861,88,62,157.0,36.0,273.0,941.0,3.5,1.28,4760,2
100,45,26,4,1,2,6,3,881,969,678,5.0,42.0,3200.0,825.0,1.14,5.0,5549,2
100,45,27,4,1,2,6,3,76,99,71,36.0,101.0,941.0,405.0,1.83,1.83,1438,2
100,45,27,4,1,2,7,3,881,99,678,5.0,101.0,3200.0,405.0,1.14,5.0,5119,2
155,7,28,5,1,2,0,3,83,667,521,978.0,56.0,7.0,648.0,6.5,1.1,1406,0
155,7,28,5,1,2,0,3,800,864,614,38.0,48.0,855.0,739.0,1.44,2.62,2720,2
155,7,28,5,1,2,0,3,931,19,15,68.0,29.0,555.0,1115.0,5.0,1.14,1204,2
155,7,28,5,1,2,0,3,348,1117,265,18.0,25.0,1425.0,1245.0,1.5,2.5,3701,2
155,7,28,5,1,2,0,3,502,861,672,77.0,22.0,511.0,1290.0,2.37,1.53,2193,2
155,7,28,5,1,2,0,3,879,622,677,35.0,172.0,983.0,240.0,1.36,3.0,3545,2
155,7,28,5,1,2,0,3,427,444,345,13.0,26.0,1510.0,1241.0,1.57,2.25,3406,2
155,7,28,5,1,2,0,3,64,765,51,44.0,164.0,812.0,255.0,1.39,2.75,3482,2
155,7,28,5,1,2,0,3,993,98,70,42.0,129.0,835.0,348.0,1.57,2.25,800,2
155,7,28,5,1,2,0,3,697,375,536,30.0,19.0,1105.0,1385.0,2.2,1.61,5611,2
155,7,28,5,1,2,0,3,163,730,572,52.0,12.0,675.0,1650.0,2.37,1.53,1388,2
155,7,28,5,1,2,0,3,351,900,268,8.0,54.0,1875.0,654.0,1.36,3.0,397,2
155,7,29,5,1,2,0,3,1119,882,690,55.0,40.0,652.0,843.0,2.62,1.44,5291,2
155,7,29,5,1,2,0,3,3,639,3,7.0,61.0,1915.0,637.0,1.05,9.0,4119,2
155,7,29,5,1,2,0,3,444,825,641,62.0,11.0,613.0,1652.0,1.25,3.75,4760,2
155,7,29,5,1,2,0,3,209,745,161,6.0,194.0,2115.0,213.0,1.12,5.5,2948,2
155,7,29,5,1,2,0,3,651,494,387,31.0,39.0,1095.0,845.0,2.62,1.44,800,2
155,7,29,5,1,2,0,3,274,602,216,423.0,24.0,64.0,1250.0,8.0,1.06,5569,0
155,7,29,5,1,2,0,3,1004,958,750,17.0,45.0,1435.0,775.0,1.61,2.2,871,2
155,7,29,5,1,2,0,3,231,594,185,21.0,16.0,1345.0,1470.0,2.0,1.72,356,2
155,7,29,5,1,2,0,3,680,88,62,37.0,33.0,880.0,1016.0,2.2,1.61,156,2
155,7,29,5,1,2,0,3,768,24,591,23.0,50.0,1275.0,729.0,1.66,2.1,4266,2
155,7,29,5,1,2,0,3,725,727,568,32.0,2.0,1075.0,4030.0,4.5,1.16,1304,2
155,7,29,5,1,2,0,3,307,902,239,20.0,80.0,1365.0,501.0,1.61,2.2,978,2
155,7,29,5,1,2,0,3,491,470,367,82.0,15.0,485.0,1470.0,2.2,1.61,195,2
155,7,29,5,1,2,0,3,396,969,303,34.0,41.0,985.0,840.0,1.83,1.83,5362,2
155,7,29,5,1,2,0,3,187,311,241,9.0,27.0,1745.0,1190.0,1.53,2.37,800,2
155,7,29,5,1,2,0,3,179,0,136,101.0,43.0,421.0,813.0,1.36,3.0,614,2
155,7,29,5,1,2,0,3,201,624,486,173.0,58.0,237.0,643.0,4.5,1.16,426,2
155,7,29,5,1,2,0,3,140,976,109,53.0,583.0,665.0,34.0,1.12,5.5,2263,0
155,7,30,5,1,2,0,3,881,645,505,5.0,63.0,3175.0,598.0,1.04,9.0,2067,2
155,7,30,5,1,2,1,3,19,930,15,29.0,90.0,1115.0,468.0,1.14,5.0,3329,2
155,7,30,5,1,2,1,3,231,494,387,21.0,39.0,1345.0,845.0,2.0,1.72,1483,2
155,7,30,5,1,2,1,3,894,688,690,40.0,30.0,843.0,1105.0,2.25,1.57,1850,2
155,7,30,5,1,2,1,3,140,345,268,53.0,8.0,665.0,1875.0,2.75,1.39,3215,2
155,7,30,5,1,2,1,3,209,88,161,6.0,33.0,2115.0,1016.0,1.57,2.25,2146,2
155,7,30,5,1,2,1,3,87,3,3,129.0,7.0,348.0,1915.0,7.5,1.07,259,2
155,7,30,5,1,2,1,3,396,342,303,34.0,18.0,985.0,1425.0,2.37,1.53,5569,2
155,7,30,5,1,2,1,3,179,645,505,101.0,63.0,421.0,598.0,2.1,1.66,1056,2
155,7,30,5,1,2,1,3,445,757,345,26.0,23.0,1241.0,1275.0,1.83,1.83,3367,2
155,7,30,5,1,2,1,3,274,861,672,423.0,22.0,64.0,1290.0,5.5,1.12,4760,0
155,7,31,5,1,2,1,3,308,309,241,27.0,20.0,1190.0,1365.0,1.44,2.62,5036,2
155,7,31,5,1,2,1,3,745,71,51,12.0,44.0,1650.0,812.0,1.25,3.75,4839,2
155,7,31,5,1,2,1,3,835,789,641,11.0,38.0,1652.0,855.0,2.5,1.5,1102,2
155,7,31,5,1,2,1,3,476,624,486,15.0,58.0,1470.0,643.0,1.53,2.37,2282,2
155,7,31,5,1,2,1,3,741,667,568,2.0,56.0,4030.0,648.0,1.05,8.5,2629,2
155,7,31,5,1,2,2,3,879,645,505,35.0,63.0,983.0,598.0,1.9,1.8,139,2
155,7,31,5,1,2,2,3,894,19,690,40.0,29.0,843.0,1115.0,2.37,1.53,2829,2
155,7,31,5,1,2,2,3,873,345,268,22.0,8.0,1290.0,1875.0,1.8,1.9,1204,2
155,7,31,5,1,2,2,3,741,391,568,2.0,34.0,4030.0,985.0,1.16,4.5,4188,2
155,7,31,5,1,2,2,3,209,71,51,6.0,44.0,2115.0,812.0,1.39,2.75,1755,2
155,7,31,5,1,2,2,3,445,311,345,26.0,27.0,1241.0,1190.0,2.2,1.61,4119,2
155,7,31,5,1,2,2,3,628,825,641,58.0,11.0,643.0,1652.0,1.44,2.62,473,2
155,7,32,5,1,2,2,3,3,494,3,7.0,39.0,1915.0,845.0,1.3,3.39,4119,2
155,7,32,5,1,2,4,3,64,645,505,44.0,63.0,812.0,598.0,2.37,1.53,139,2
155,7,32,5,1,2,4,3,741,825,568,2.0,11.0,4030.0,1652.0,1.1,6.5,3459,2
155,7,33,5,1,2,4,3,445,882,690,26.0,40.0,1241.0,843.0,1.72,2.0,871,2
155,7,33,5,1,2,4,3,3,345,3,7.0,8.0,1915.0,1875.0,1.25,3.75,3545,2
155,7,34,5,1,2,6,3,654,727,568,63.0,2.0,598.0,4030.0,5.0,1.14,1543,2
155,7,34,5,1,2,6,3,3,882,3,7.0,40.0,1915.0,843.0,1.4,2.8,4188,2
155,7,34,5,1,2,7,3,3,727,568,7.0,2.0,1915.0,4030.0,2.87,1.4,1141,2
198,45,35,5,1,2,0,3,879,1076,677,34.0,37.0,1050.0,936.0,1.22,4.0,1726,2
198,45,35,5,1,2,0,3,600,902,706,17.0,81.0,1415.0,498.0,1.36,3.0,5680,2
198,45,35,5,1,2,0,3,427,643,332,12.0,31.0,1515.0,1060.0,1.36,3.0,2948,2
198,45,35,5,1,2,0,3,877,442,344,49.0,63.0,732.0,610.0,3.0,1.36,772,2
198,45,35,5,1,2,0,3,881,669,678,5.0,41.0,3130.0,865.0,1.05,8.5,3545,2
198,45,35,5,1,2,0,3,1004,697,544,16.0,46.0,1415.0,755.0,1.83,1.83,800,2
198,45,35,5,1,2,0,3,1144,908,877,26.0,69.0,1195.0,545.0,1.28,3.5,2850,2
198,45,35,5,1,2,0,3,533,311,241,91.0,24.0,458.0,1245.0,3.5,1.28,2387,2
198,45,35,5,1,2,0,3,187,969,143,10.0,45.0,1745.0,785.0,1.5,2.5,4119,2
198,45,35,5,1,2,0,3,241,375,292,97.0,18.0,440.0,1385.0,3.5,1.28,3618,2
198,45,35,5,1,2,0,3,64,757,51,39.0,23.0,912.0,1285.0,2.0,1.72,4150,2
198,45,36,5,1,2,0,3,678,19,15,55.0,27.0,678.0,1175.0,3.39,1.3,446,2
198,45,36,5,1,2,0,3,745,789,572,11.0,40.0,1680.0,875.0,1.25,3.75,3111,2
198,45,36,5,1,2,0,3,88,305,236,70.0,1.0,545.0,6500.0,9.0,1.05,4494,2
198,45,36,5,1,2,0,3,501,573,387,38.0,87.0,915.0,472.0,1.36,3.0,2663,2
198,45,36,5,1,2,0,3,607,342,265,25.0,15.0,1215.0,1459.0,2.62,1.44,2237,2
198,45,36,5,1,2,0,3,654,402,505,43.0,28.0,808.0,1125.0,1.57,2.25,3221,2
198,45,36,5,1,2,0,3,476,444,345,13.0,20.0,1480.0,1341.0,2.1,1.66,195,2
198,45,36,5,1,2,0,3,365,825,278,58.0,9.0,645.0,1762.0,1.57,2.25,5534,2
198,45,36,5,1,2,0,3,714,309,239,112.0,19.0,381.0,1375.0,1.8,1.9,412,2
198,45,36,5,1,2,0,3,436,24,338,3.0,50.0,3460.0,719.0,1.12,5.5,3545,2
198,45,36,5,1,2,0,3,396,209,161,32.0,7.0,1055.0,2150.0,1.83,1.83,4494,2
198,45,36,5,1,2,0,3,986,688,750,44.0,30.0,805.0,1100.0,2.24,1.6185,3015,2
198,45,36,5,1,2,0,3,1055,882,690,120.0,35.0,367.0,1048.0,2.5,1.5,4052,2
198,45,36,5,1,2,0,3,905,432,697,4.0,86.0,3160.0,480.0,1.36,3.0,5611,2
198,45,36,5,1,2,0,3,274,0,1,325.0,52.0,99.0,698.0,1.8,1.9,800,2
198,45,37,5,1,2,0,3,967,966,738,126.0,42.0,352.0,815.0,2.25,1.57,570,2
198,45,37,5,1,2,0,3,231,723,565,22.0,132.0,1340.0,329.0,1.39,2.75,4760,2
198,45,37,5,1,2,0,3,76,727,62,36.0,2.0,1030.0,4355.0,8.0,1.06,4603,2
198,45,37,5,1,2,0,3,628,715,558,51.0,33.0,703.0,1055.0,2.75,1.39,1483,2
198,45,37,5,1,2,0,3,873,345,672,21.0,8.0,1340.0,1925.0,2.25,1.57,614,2
198,45,37,5,1,2,1,3,894,435,338,35.0,3.0,1048.0,3460.0,4.33,1.19,2599,2
198,45,37,5,1,2,1,3,708,71,544,46.0,39.0,755.0,912.0,1.72,2.0,2731,2
198,45,37,5,1,2,1,3,745,375,292,11.0,18.0,1680.0,1385.0,1.5,2.5,3158,2
198,45,37,5,1,2,1,3,879,902,677,34.0,81.0,1050.0,498.0,1.53,2.37,5119,2
198,45,37,5,1,2,1,3,348,19,15,15.0,27.0,1459.0,1175.0,1.53,2.37,1855,2
198,45,37,5,1,2,1,3,444,187,344,63.0,10.0,610.0,1745.0,3.75,1.25,4188,2
198,45,37,5,1,2,1,3,986,444,345,44.0,20.0,805.0,1341.0,2.5,1.5,1855,2
198,45,37,5,1,2,1,3,303,494,236,1.0,38.0,6500.0,915.0,1.03,10.0,1828,2
198,45,37,5,1,2,1,3,76,1117,877,36.0,26.0,1030.0,1195.0,1.57,2.25,4294,2
198,45,37,5,1,2,1,3,1,861,1,52.0,21.0,698.0,1340.0,3.5,1.28,5549,2
198,45,37,5,1,2,1,3,654,209,161,43.0,7.0,808.0,2150.0,2.1,1.66,426,2
198,45,37,5,1,2,1,3,905,723,697,4.0,132.0,3160.0,329.0,1.33,3.25,3779,2
198,45,37,5,1,2,1,3,427,165,126,12.0,56.0,1515.0,665.0,1.36,3.0,1483,2
198,45,38,5,1,2,1,3,725,946,558,33.0,126.0,1055.0,352.0,1.16,4.5,5729,2
198,45,38,5,1,2,1,3,308,866,678,24.0,5.0,1245.0,3130.0,4.33,1.19,5658,2
198,45,38,5,1,2,1,3,365,309,278,58.0,19.0,645.0,1375.0,1.53,2.37,4150,2
198,45,38,5,1,2,2,3,445,890,697,20.0,4.0,1341.0,3160.0,2.1,1.66,21,2
198,45,38,5,1,2,2,3,436,19,338,3.0,27.0,3460.0,1175.0,1.25,3.5,2663,2
198,45,38,5,1,2,2,3,708,1117,877,46.0,26.0,755.0,1195.0,1.66,2.1,3759,2
198,45,38,5,1,2,2,3,881,165,678,5.0,56.0,3130.0,665.0,1.1,6.5,5549,2
198,45,38,5,1,2,2,3,725,357,278,33.0,58.0,1055.0,645.0,1.72,2.0,871,2
198,45,38,5,1,2,2,3,209,375,161,7.0,18.0,2150.0,1385.0,1.5,2.5,3545,2
198,45,39,5,1,2,2,3,879,305,236,34.0,1.0,1050.0,6500.0,10.0,1.03,871,2
198,45,39,5,1,2,2,3,1,442,1,52.0,63.0,698.0,610.0,2.2,1.61,5729,2
198,45,39,5,1,2,4,3,905,357,278,4.0,58.0,3160.0,645.0,1.5,2.5,446,2
198,45,39,5,1,2,4,3,303,0,236,1.0,52.0,6500.0,698.0,1.01,13.0,4150,2
198,45,40,5,1,2,4,3,1144,866,678,26.0,5.0,1195.0,3130.0,6.0,1.11,2814,2
198,45,40,5,1,2,4,3,436,209,338,3.0,7.0,3460.0,2150.0,1.39,2.75,2990,2
198,45,40,5,1,2,6,3,365,305,236,58.0,1.0,645.0,6500.0,7.5,1.07,4052,2
198,45,41,5,1,2,6,3,881,435,678,5.0,3.0,3130.0,3460.0,2.1,1.66,4334,2
198,45,41,5,1,2,7,3,881,305,236,5.0,1.0,3130.0,6500.0,4.33,1.22,924,2
142,45,42,4,1,2,0,3,922,496,704,59.0,71.0,639.0,516.0,2.0,1.72,5569,2
142,45,42,4,1,2,0,3,706,24,18,79.0,57.0,496.0,674.0,2.75,1.39,871,2
142,45,42,4,1,2,0,3,414,442,320,47.0,53.0,752.0,685.0,2.62,1.44,4893,2
142,45,42,4,1,2,0,3,759,467,365,55.0,372.0,677.0,78.0,1.12,5.5,2814,2
142,45,42,4,1,2,0,3,1165,719,891,60.0,68.0,638.0,531.0,2.5,1.5,3911,2
142,45,42,4,1,2,0,3,861,528,414,132.0,86.0,337.0,473.0,1.83,1.83,871,2
142,45,42,4,1,2,0,3,931,1091,710,75.0,62.0,510.0,586.0,2.2,1.61,3482,2
142,45,42,4,1,2,0,3,433,1063,835,80.0,48.0,495.0,735.0,2.25,1.57,31,2
142,45,42,4,1,2,0,3,946,1032,722,70.0,118.0,519.0,372.0,2.5,1.5,284,2
142,45,43,4,1,2,0,3,343,354,276,90.0,97.0,454.0,428.0,1.72,2.0,3434,2
142,45,43,4,1,2,0,3,924,147,706,77.0,54.0,508.0,685.0,1.44,2.62,3447,2
142,45,43,4,1,2,0,3,646,864,676,61.0,52.0,617.0,699.0,1.66,2.1,2050,2
142,45,43,4,1,2,0,3,846,667,651,454.0,56.0,57.0,675.0,2.87,1.36,2663,2
142,45,43,4,1,2,0,3,42,165,126,74.0,50.0,510.0,725.0,2.87,1.36,473,2
142,45,43,4,1,2,0,3,522,316,403,82.0,140.0,487.0,295.0,2.37,1.53,4188,2
142,45,44,4,1,2,0,3,603,99,71,69.0,67.0,525.0,545.0,4.0,1.19,173,2
142,45,43,4,1,2,1,3,996,908,761,49.0,75.0,730.0,510.0,1.44,2.62,5751,2
142,45,43,4,1,2,1,3,1091,958,835,48.0,41.0,735.0,825.0,1.66,2.1,5751,2
142,45,43,4,1,2,1,3,922,602,472,59.0,27.0,639.0,1170.0,2.75,1.39,1438,2
142,45,44,4,1,2,1,3,873,467,672,20.0,372.0,1325.0,78.0,1.11,6.0,2839,2
142,45,44,4,1,2,1,3,846,643,503,454.0,58.0,57.0,665.0,2.62,1.44,1910,2
142,45,44,4,1,2,1,3,307,1135,239,18.0,60.0,1370.0,638.0,1.5,2.5,3512,2
142,45,44,4,1,2,1,3,680,515,403,40.0,82.0,845.0,487.0,1.5,2.5,1388,2
142,45,44,4,1,2,1,3,993,926,758,46.0,70.0,780.0,519.0,2.0,1.72,3680,2
142,45,44,4,1,2,1,3,653,902,706,44.0,77.0,803.0,508.0,1.39,2.75,1855,2
142,45,44,4,1,2,1,3,381,354,292,22.0,97.0,1255.0,428.0,1.25,3.75,2839,2
142,45,44,4,1,2,1,3,1104,99,71,37.0,67.0,905.0,545.0,4.5,1.16,156,2
142,45,44,4,1,2,1,3,533,697,414,86.0,42.0,473.0,825.0,2.87,1.38,1934,2
142,45,44,4,1,2,1,3,879,24,18,29.0,57.0,1100.0,674.0,1.61,2.2,4760,2
142,45,44,4,1,2,1,3,163,209,126,50.0,6.0,725.0,2215.0,2.5,1.5,2611,2
142,45,45,4,1,2,1,3,877,402,313,52.0,31.0,699.0,1055.0,3.5,1.28,637,2
