Tournament,Country,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score,Cluster
150,21,2641,1,1,2,4,3,65,957,52,62.0,70.0,778.0,727.0,2.37,1.53,1597,0
150,21,2642,1,1,2,6,3,967,841,657,37.0,8.0,1052.0,3965.0,3.75,1.28,173,2
150,21,2642,1,1,2,6,3,763,72,585,7.0,62.0,4025.0,778.0,1.12,6.0,1577,2
150,21,2643,1,1,2,7,3,853,751,585,8.0,7.0,3965.0,4025.0,1.8,1.9,4695,2
164,9,2643,6,1,2,0,3,552,861,431,85.0,20.0,642.0,1750.0,3.5,1.28,1128,2
164,9,2643,6,1,2,0,3,889,1004,786,26.0,39.0,1290.0,1024.0,2.25,1.57,1855,2
164,9,2643,6,1,2,0,3,61,253,49,18.0,24.0,1865.0,1490.0,1.66,2.1,4188,2
164,9,2644,6,1,2,0,3,25,455,354,43.0,14.0,971.0,1925.0,4.5,1.18,4533,2
164,9,2644,6,1,2,0,3,706,963,542,82.0,49.0,660.0,887.0,1.53,2.37,3111,2
164,9,2644,6,1,2,0,3,1142,465,363,67.0,87.0,759.0,638.0,1.36,3.0,2090,2
164,9,2644,6,1,2,0,3,615,381,477,45.0,364.0,949.0,120.0,1.66,2.1,3637,2
164,9,2644,6,1,2,0,3,173,486,381,9.0,31.0,3935.0,1195.0,1.2,4.33,2183,2
164,9,2644,6,1,2,0,3,20,1088,16,16.0,119.0,1875.0,481.0,1.2,4.33,1087,2
164,9,2644,6,1,2,0,3,160,342,265,32.0,22.0,1150.0,1655.0,3.0,1.36,4397,2
164,9,2644,6,1,2,0,3,985,1012,749,60.0,77.0,801.0,701.0,2.25,1.57,5700,2
164,9,2644,6,1,2,0,3,461,245,191,51.0,10.0,860.0,3710.0,4.33,1.2,837,2
164,9,2645,6,1,2,0,3,74,1128,60,30.0,190.0,1205.0,274.0,1.16,5.0,2216,2
164,9,2645,6,1,2,0,3,401,1117,877,13.0,35.0,2455.0,1135.0,1.44,2.62,1388,2
164,9,2645,6,1,2,0,3,477,366,368,42.0,61.0,974.0,788.0,1.4,2.75,3182,2
164,9,2645,6,1,2,0,3,523,602,472,173.0,21.0,302.0,1745.0,2.75,1.4,5341,2
164,9,2645,6,1,2,0,3,967,339,738,29.0,38.0,1220.0,1040.0,1.4,2.75,956,2
164,9,2645,6,1,2,0,3,366,817,635,28.0,44.0,1225.0,965.0,3.0,1.36,732,2
164,9,2645,6,1,2,0,3,516,392,399,40.0,94.0,1022.0,606.0,1.5,2.5,5569,2
164,9,2645,6,1,2,0,3,319,1081,849,17.0,553.0,1870.0,60.0,1.04,13.0,4462,2
164,9,2645,6,1,2,0,3,246,198,196,92.0,36.0,610.0,1129.0,1.57,2.25,5103,2
164,9,2645,6,1,2,0,3,885,461,360,58.0,37.0,805.0,1055.0,3.0,1.36,3434,2
164,9,2645,6,1,2,0,3,736,327,565,11.0,55.0,3545.0,837.0,1.05,11.0,2720,2
164,9,2645,6,1,2,0,3,1133,650,510,230.0,25.0,209.0,1339.0,4.33,1.2,1388,2
164,9,2645,6,1,2,1,3,491,609,381,31.0,45.0,1195.0,949.0,1.8,1.9,5569,2
164,9,2645,6,1,2,1,3,20,547,431,16.0,85.0,1875.0,642.0,1.4,2.75,1406,2
164,9,2646,6,1,2,1,3,307,510,239,5.0,40.0,4495.0,1022.0,1.4,2.75,1992,2
164,9,2646,6,1,2,1,3,1109,465,363,553.0,87.0,60.0,638.0,5.0,1.16,31,0
164,9,2646,6,1,2,1,3,967,1091,738,29.0,4.0,1220.0,5555.0,2.5,1.5,2319,2
164,9,2646,6,1,2,1,3,246,1117,877,92.0,35.0,610.0,1135.0,1.9,1.8,4839,2
164,9,2646,6,1,2,1,3,61,817,49,18.0,44.0,1865.0,965.0,1.72,2.0,5373,2
164,9,2646,6,1,2,1,3,238,85,60,10.0,30.0,3710.0,1205.0,1.25,3.75,2067,2
164,9,2646,6,1,2,1,3,985,751,749,60.0,6.0,801.0,4435.0,3.75,1.25,5611,2
164,9,2646,6,1,2,1,3,468,723,565,37.0,11.0,1055.0,3545.0,5.5,1.14,2050,2
164,9,2646,6,1,2,1,3,241,1004,193,1.0,39.0,12150.0,1024.0,1.03,15.0,3545,2
164,9,2646,6,1,2,1,3,348,88,62,22.0,7.0,1655.0,4235.0,2.87,1.38,783,2
164,9,2646,6,1,2,1,3,459,471,354,14.0,42.0,1925.0,974.0,1.4,2.75,5751,2
164,9,2646,6,1,2,1,3,741,602,472,2.0,21.0,8455.0,1745.0,1.33,3.25,1204,2
164,9,2646,6,1,2,1,3,303,650,236,3.0,25.0,8170.0,1339.0,1.07,9.0,5008,2
164,9,2647,6,1,2,2,3,491,88,62,31.0,7.0,1195.0,4235.0,3.4,1.3,871,2
164,9,2647,6,1,2,2,3,967,465,738,29.0,87.0,1220.0,638.0,1.16,5.0,2990,2
164,9,2647,6,1,2,2,3,736,309,239,11.0,5.0,3545.0,4495.0,1.18,4.5,2756,2
164,9,2647,6,1,2,2,3,74,957,60,30.0,60.0,1205.0,801.0,1.72,2.0,3545,2
164,9,2647,6,1,2,2,3,706,1117,877,82.0,35.0,660.0,1135.0,2.14,1.81,4969,2
164,9,2647,6,1,2,2,3,241,547,193,1.0,85.0,12150.0,642.0,1.02,19.0,3379,2
164,9,2647,6,1,2,2,3,459,602,472,14.0,21.0,1925.0,1745.0,1.72,2.0,871,2
164,9,2647,6,1,2,2,3,303,68,236,3.0,18.0,8170.0,1865.0,1.14,5.5,4119,2
164,9,2648,6,1,2,4,3,76,946,738,7.0,29.0,4235.0,1220.0,1.28,3.75,4678,2
164,9,2648,6,1,2,4,3,607,1117,472,21.0,35.0,1745.0,1135.0,1.57,2.37,2266,2
164,9,2648,6,1,2,4,3,307,248,193,5.0,1.0,4495.0,12150.0,7.0,1.1,1406,2
164,9,2648,6,1,2,4,3,303,85,236,3.0,30.0,8170.0,1205.0,1.16,5.0,5525,2
164,9,2649,6,1,2,6,3,607,946,738,21.0,29.0,1745.0,1220.0,2.37,1.57,687,2
164,9,2649,6,1,2,6,3,303,248,236,3.0,1.0,8170.0,12150.0,3.4,1.33,4188,2
164,9,2650,6,1,2,7,3,967,305,236,29.0,3.0,1220.0,8170.0,4.0,1.25,4760,2
98,33,2651,0,0,2,0,3,946,565,722,49.0,66.0,880.0,764.0,1.4,2.75,5137,1
98,33,2651,0,0,2,0,3,472,533,419,75.0,96.0,728.0,574.0,2.1,1.66,1406,1
98,33,2651,0,0,2,0,3,364,1066,277,112.0,71.0,502.0,743.0,3.75,1.25,5119,1
98,33,2651,0,0,2,0,3,559,68,49,85.0,16.0,651.0,1935.0,3.0,1.36,871,1
98,33,2652,0,0,2,0,3,246,853,196,86.0,115.0,645.0,496.0,1.11,6.5,4119,1
98,33,2652,0,0,2,0,3,945,257,202,106.0,128.0,532.0,421.0,1.61,2.2,1376,1
98,33,2652,0,0,2,0,3,706,607,542,70.0,73.0,750.0,734.0,1.28,3.5,3425,1
98,33,2652,0,0,2,0,3,490,87,61,221.0,116.0,218.0,488.0,3.5,1.28,871,1
98,33,2652,0,0,2,0,3,397,879,304,88.0,495.0,634.0,72.0,1.28,3.5,5729,1
98,33,2652,0,0,2,0,3,498,547,431,282.0,74.0,169.0,732.0,5.0,1.16,5234,1
98,33,2653,0,0,2,0,3,873,537,672,21.0,263.0,1715.0,181.0,1.12,5.5,5611,1
98,33,2653,0,0,2,0,3,51,1117,877,466.0,27.0,80.0,1305.0,6.5,1.11,871,1
98,33,2653,0,0,2,1,3,61,392,49,16.0,88.0,1935.0,634.0,1.28,3.5,5751,1
98,33,2653,0,0,2,1,3,246,926,722,86.0,49.0,645.0,880.0,1.83,1.83,2282,1
98,33,2653,0,0,2,1,3,173,257,131,8.0,128.0,3945.0,421.0,1.11,6.5,3298,1
98,33,2654,0,0,2,1,3,319,547,431,19.0,74.0,1790.0,732.0,2.75,1.4,1406,1
98,33,2654,0,0,2,1,3,873,533,672,21.0,96.0,1715.0,574.0,1.3,3.4,3545,1
98,33,2654,0,0,2,1,3,853,87,61,9.0,116.0,3885.0,488.0,1.12,6.0,1146,1
98,33,2654,0,0,2,1,3,401,355,309,13.0,112.0,2465.0,502.0,1.3,3.4,3701,1
98,33,2654,0,0,2,1,3,706,1117,877,70.0,27.0,750.0,1305.0,2.87,1.38,1204,1
98,33,2655,0,0,2,4,3,61,87,49,16.0,116.0,1935.0,488.0,1.36,3.0,5119,1
98,33,2655,0,0,2,4,3,946,397,309,49.0,13.0,880.0,2465.0,2.5,1.5,4740,1
98,33,2655,0,0,2,4,3,552,1117,431,74.0,27.0,732.0,1305.0,2.1,1.66,385,1
98,33,2655,0,0,2,4,3,873,173,131,21.0,8.0,1715.0,3945.0,2.62,1.44,837,1
98,33,2656,0,0,2,6,3,61,397,49,16.0,13.0,1935.0,2465.0,2.0,1.8,4188,1
98,33,2656,0,0,2,6,3,552,173,131,74.0,8.0,732.0,3945.0,3.5,1.3,3861,1
98,33,2657,0,0,2,7,3,173,68,131,8.0,16.0,3945.0,1935.0,1.4,3.0,4188,1
174,39,2651,0,0,2,0,3,296,327,253,81.0,59.0,691.0,797.0,2.62,1.44,473,1
174,39,2651,0,0,2,0,3,759,840,582,57.0,67.0,813.0,761.0,1.25,3.75,4188,1
174,39,2651,0,0,2,0,3,888,1012,795,371.0,76.0,117.0,726.0,7.0,1.1,4798,1
174,39,2652,0,0,2,0,3,660,1116,510,25.0,69.0,1384.0,751.0,1.53,2.37,4188,1
174,39,2652,0,0,2,0,3,42,626,488,102.0,79.0,547.0,700.0,1.83,1.83,2785,1
174,39,2652,0,0,2,0,3,40,942,31,203.0,87.0,239.0,638.0,1.9,1.8,760,1
174,39,2652,0,0,2,0,3,990,184,140,50.0,181.0,877.0,281.0,1.57,2.25,4695,1
174,39,2652,0,0,2,0,3,1091,646,835,36.0,82.0,1090.0,682.0,1.83,1.83,3298,1
174,39,2652,0,0,2,0,3,1140,162,123,238.0,34.0,203.0,1115.0,4.5,1.2,871,1
174,39,2653,0,0,2,0,3,429,150,334,124.0,64.0,438.0,771.0,1.53,2.37,5611,1
174,39,2653,0,0,2,0,3,374,957,749,58.0,51.0,803.0,871.0,2.37,1.53,292,1
174,39,2653,0,0,2,0,3,121,589,93,92.0,223.0,608.0,215.0,1.22,4.0,4334,1
174,39,2653,0,0,2,1,3,20,1012,795,17.0,76.0,1875.0,726.0,1.61,2.2,4462,1
174,39,2653,0,0,2,1,3,1091,746,835,36.0,57.0,1090.0,813.0,1.83,1.83,3545,1
174,39,2653,0,0,2,1,3,330,245,191,59.0,10.0,797.0,3745.0,5.5,1.14,2282,1
174,39,2654,0,0,2,1,3,184,428,140,181.0,124.0,281.0,438.0,2.2,1.61,4150,1
174,39,2654,0,0,2,1,3,160,957,749,34.0,51.0,1115.0,871.0,2.2,1.61,4427,1
174,39,2654,0,0,2,1,3,40,650,31,203.0,25.0,239.0,1384.0,3.4,1.3,5693,1
174,39,2654,0,0,2,1,3,121,88,62,92.0,7.0,608.0,4325.0,6.0,1.12,2067,1
174,39,2654,0,0,2,1,3,630,253,488,79.0,24.0,700.0,1455.0,2.2,1.61,4304,1
174,39,2655,0,0,2,4,3,1091,1012,795,36.0,76.0,1090.0,726.0,1.66,2.1,2408,1
174,39,2655,0,0,2,4,3,40,626,31,203.0,79.0,239.0,700.0,2.1,1.66,1597,1
174,39,2655,0,0,2,4,3,985,245,191,51.0,10.0,871.0,3745.0,3.5,1.28,5020,1
174,39,2655,0,0,2,4,3,76,184,62,7.0,181.0,4325.0,281.0,1.1,7.0,2969,1
174,39,2656,0,0,2,6,3,1038,245,191,76.0,10.0,726.0,3745.0,3.5,1.3,924,1
174,39,2656,0,0,2,6,3,76,45,62,7.0,203.0,4325.0,239.0,1.08,8.0,5611,1
174,39,2657,0,0,2,7,3,238,88,62,10.0,7.0,3745.0,4325.0,2.2,1.66,5027,1
61,2,2651,0,0,2,0,3,78,668,65,80.0,156.0,700.0,341.0,1.33,3.25,3701,1
61,2,2652,0,0,2,0,3,343,984,772,39.0,52.0,1050.0,851.0,2.2,1.61,871,1
61,2,2652,0,0,2,0,3,71,645,57,68.0,84.0,753.0,665.0,1.9,1.8,2663,1
61,2,2652,0,0,2,0,3,414,72,52,134.0,45.0,403.0,938.0,2.5,1.5,3766,1
61,2,2652,0,0,2,0,3,491,228,381,30.0,63.0,1265.0,775.0,1.3,3.4,4893,1
61,2,2652,0,0,2,0,3,289,1019,799,65.0,127.0,767.0,422.0,4.0,1.22,21,1
61,2,2652,0,0,2,0,3,680,367,523,123.0,138.0,440.0,392.0,1.28,3.5,1172,1
61,2,2652,0,0,2,0,3,114,817,635,207.0,44.0,236.0,965.0,3.0,1.36,1354,1
61,2,2652,0,0,2,0,3,406,1004,314,72.0,38.0,740.0,1059.0,2.62,1.44,3298,1
61,2,2653,0,0,2,0,3,99,483,378,77.0,93.0,717.0,590.0,1.8,1.9,3268,1
61,2,2653,0,0,2,0,3,889,563,685,31.0,83.0,1255.0,666.0,1.72,2.0,3015,1
61,2,2653,0,0,2,0,3,669,971,763,187.0,62.0,276.0,781.0,2.75,1.4,650,1
61,2,2653,0,0,2,1,3,491,669,381,30.0,123.0,1265.0,440.0,1.57,2.25,4334,1
61,2,2653,0,0,2,1,3,78,515,403,80.0,23.0,700.0,1460.0,3.4,1.3,3165,1
61,2,2654,0,0,2,1,3,1044,876,799,127.0,31.0,422.0,1255.0,1.53,2.37,3482,1
61,2,2654,0,0,2,1,3,406,72,52,72.0,45.0,740.0,938.0,1.72,2.0,837,1
61,2,2654,0,0,2,1,3,71,602,57,68.0,14.0,753.0,2060.0,2.37,1.53,4550,1
61,2,2654,0,0,2,1,3,998,984,772,62.0,52.0,781.0,851.0,2.37,1.53,4598,1
61,2,2654,0,0,2,1,3,307,483,239,5.0,93.0,4585.0,590.0,1.16,5.0,5091,1
61,2,2654,0,0,2,1,3,827,723,565,44.0,11.0,965.0,3635.0,5.0,1.16,1483,1
61,2,2655,0,0,2,4,3,1044,81,799,127.0,68.0,422.0,753.0,1.36,3.0,5686,1
61,2,2655,0,0,2,4,3,65,515,403,45.0,23.0,938.0,1460.0,2.37,1.53,1855,1
61,2,2655,0,0,2,4,3,736,984,565,11.0,52.0,3635.0,851.0,1.08,8.0,3095,1
61,2,2655,0,0,2,4,3,491,309,239,30.0,5.0,1265.0,4585.0,3.0,1.36,4462,1
61,2,2656,0,0,2,6,3,736,1019,565,11.0,127.0,3635.0,422.0,1.11,6.5,4150,1
61,2,2656,0,0,2,6,3,522,309,239,23.0,5.0,1460.0,4585.0,3.75,1.28,1034,1
61,2,2657,0,0,2,7,3,736,309,565,11.0,5.0,3635.0,4585.0,1.3,3.5,2186,1
179,40,2658,1,0,2,0,3,78,1116,876,78.0,69.0,700.0,751.0,2.25,1.57,4462,1
179,40,2658,1,0,2,0,3,429,870,334,120.0,64.0,462.0,770.0,2.1,1.66,3670,1
179,40,2658,1,0,2,0,3,99,727,568,75.0,3.0,717.0,8105.0,4.33,1.2,426,1
179,40,2658,1,0,2,0,3,369,1004,282,28.0,39.0,1278.0,1024.0,1.36,3.0,5569,1
179,40,2659,1,0,2,0,3,224,220,170,61.0,119.0,775.0,474.0,2.25,1.57,4494,1
179,40,2659,1,0,2,0,3,246,166,196,85.0,178.0,655.0,289.0,1.2,4.33,4290,1
179,40,2659,1,0,2,0,3,277,72,52,138.0,45.0,392.0,963.0,3.5,1.28,800,1
179,40,2659,1,0,2,0,3,853,471,657,9.0,41.0,3840.0,999.0,1.22,4.0,5611,1
179,40,2659,1,0,2,0,3,889,486,381,30.0,31.0,1245.0,1220.0,2.62,1.44,4427,1
179,40,2659,1,0,2,0,3,552,1091,431,84.0,4.0,660.0,5385.0,3.5,1.28,4280,1
179,40,2659,1,0,2,0,3,759,817,635,57.0,44.0,813.0,965.0,2.1,1.66,1314,1
179,40,2660,1,0,2,0,3,374,327,286,66.0,62.0,766.0,772.0,2.25,1.57,3512,1
179,40,2660,1,0,2,0,3,401,188,144,13.0,124.0,2465.0,447.0,1.4,2.75,4427,1
179,40,2660,1,0,2,0,3,461,461,356,55.0,36.0,825.0,1075.0,2.37,1.53,2619,1
179,40,2660,1,0,2,0,3,730,305,236,51.0,2.0,847.0,9080.0,10.0,1.06,412,1
179,40,2660,1,0,2,0,3,238,1141,191,11.0,135.0,3645.0,398.0,1.1,7.0,667,1
179,40,2660,1,0,2,1,3,246,361,282,85.0,28.0,655.0,1278.0,3.75,1.25,4462,1
179,40,2660,1,0,2,1,3,741,428,568,3.0,120.0,8105.0,462.0,1.08,8.0,2619,1
179,40,2661,1,0,2,1,3,374,188,144,66.0,124.0,766.0,447.0,1.66,2.1,1483,1
179,40,2661,1,0,2,1,3,853,1116,657,9.0,69.0,3840.0,751.0,1.14,5.5,4304,1
179,40,2661,1,0,2,1,3,216,486,381,119.0,31.0,474.0,1220.0,3.0,1.36,5412,1
179,40,2661,1,0,2,1,3,303,456,236,2.0,55.0,9080.0,825.0,1.03,15.0,1102,1
179,40,2661,1,0,2,1,3,827,245,191,44.0,11.0,965.0,3645.0,2.37,1.53,426,1
179,40,2662,1,0,2,4,3,369,841,282,28.0,9.0,1278.0,3840.0,2.1,1.66,4662,1
179,40,2662,1,0,2,4,3,65,486,381,45.0,31.0,963.0,1220.0,2.37,1.53,1483,1
179,40,2662,1,0,2,4,3,188,727,144,124.0,3.0,447.0,8105.0,6.5,1.11,3111,1
179,40,2662,1,0,2,4,3,238,305,236,11.0,2.0,3645.0,9080.0,4.0,1.22,4397,1
179,40,2663,1,0,2,6,3,369,188,282,28.0,124.0,1278.0,447.0,1.22,4.33,3911,1
179,40,2663,1,0,2,6,3,491,305,236,31.0,2.0,1220.0,9080.0,8.0,1.08,4618,1
179,40,2664,1,0,2,7,3,303,361,236,2.0,28.0,9080.0,1278.0,1.2,4.5,2969,1
194,38,2658,1,0,2,0,3,343,609,477,38.0,42.0,1030.0,978.0,1.72,2.0,446,1
194,38,2658,1,0,2,0,3,516,531,399,37.0,441.0,1067.0,87.0,1.16,5.0,3512,1
194,38,2659,1,0,2,0,3,459,861,672,16.0,21.0,1970.0,1715.0,2.0,1.72,4427,1
194,38,2659,1,0,2,0,3,570,963,446,67.0,49.0,764.0,877.0,2.5,1.5,3701,1
194,38,2659,1,0,2,0,3,375,602,472,136.0,15.0,398.0,2060.0,3.25,1.33,1483,1
194,38,2659,1,0,2,0,3,249,946,198,24.0,18.0,1455.0,1810.0,2.62,1.44,2442,1
194,38,2659,1,0,2,0,3,472,162,123,74.0,34.0,728.0,1115.0,3.0,1.36,412,1
194,38,2659,1,0,2,0,3,1091,650,835,35.0,25.0,1090.0,1404.0,1.57,2.25,3911,1
194,38,2659,1,0,2,0,3,522,21,16,23.0,17.0,1460.0,1875.0,1.66,2.1,871,1
194,38,2659,1,0,2,0,3,319,840,247,19.0,68.0,1790.0,761.0,1.66,2.1,4119,1
194,38,2660,1,0,2,0,3,76,28,20,6.0,46.0,4485.0,936.0,1.1,7.0,800,1
194,38,2660,1,0,2,0,3,71,1117,57,58.0,27.0,794.0,1350.0,2.1,1.66,5119,1
194,38,2660,1,0,2,0,3,680,723,565,121.0,10.0,460.0,3795.0,8.0,1.08,837,1
194,38,2660,1,0,2,0,3,61,358,49,14.0,32.0,2065.0,1200.0,1.2,4.33,4188,1
194,38,2660,1,0,2,0,3,946,309,239,53.0,5.0,835.0,4585.0,4.5,1.18,924,1
194,38,2660,1,0,2,1,3,143,602,112,63.0,15.0,771.0,2060.0,3.25,1.33,4188,1
194,38,2660,1,0,2,1,3,615,861,672,42.0,21.0,978.0,1715.0,2.75,1.4,473,1
194,38,2661,1,0,2,1,3,25,565,20,46.0,67.0,936.0,764.0,1.44,2.62,3482,1
194,38,2661,1,0,2,1,3,249,162,123,24.0,34.0,1455.0,1115.0,1.61,2.2,3627,1
194,38,2661,1,0,2,1,3,736,318,565,10.0,19.0,3795.0,1790.0,1.1,7.0,3015,1
194,38,2661,1,0,2,1,3,1091,309,239,35.0,5.0,1090.0,4585.0,3.5,1.28,800,1
194,38,2662,1,0,2,4,3,736,21,565,10.0,17.0,3795.0,1875.0,1.11,6.5,4727,1
194,38,2662,1,0,2,4,3,71,309,239,58.0,5.0,794.0,4585.0,5.5,1.14,139,1
194,38,2662,1,0,2,4,3,160,150,123,34.0,63.0,1115.0,771.0,1.53,2.37,2629,1
194,38,2662,1,0,2,4,3,25,861,672,46.0,21.0,936.0,1715.0,3.0,1.36,4462,1
194,38,2663,1,0,2,6,3,736,309,565,10.0,5.0,3795.0,4585.0,1.66,2.2,4311,1
194,38,2663,1,0,2,6,3,160,861,672,34.0,21.0,1115.0,1715.0,2.62,1.5,4760,1
194,38,2664,1,0,2,7,3,736,861,565,10.0,21.0,3795.0,1715.0,1.25,4.0,1370,1
27,14,2665,6,0,2,0,3,1144,358,279,47.0,31.0,850.0,1200.0,1.4,2.75,473,1
27,14,2665,6,0,2,0,3,1027,253,786,37.0,25.0,1024.0,1455.0,2.1,1.66,2874,1
27,14,2665,6,0,2,0,3,429,626,488,109.0,73.0,519.0,729.0,2.37,1.53,4427,1
27,14,2665,6,0,2,0,3,838,461,644,38.0,42.0,1020.0,995.0,1.36,3.0,4591,1
27,14,2665,6,0,2,0,3,1142,1063,835,61.0,33.0,779.0,1090.0,2.1,1.66,3766,1
27,14,2665,6,0,2,0,3,522,870,403,24.0,90.0,1460.0,610.0,1.36,3.0,3459,1
27,14,2665,6,0,2,0,3,25,957,749,40.0,44.0,1001.0,896.0,3.0,1.36,129,1
27,14,2665,6,0,2,0,3,680,339,523,122.0,36.0,460.0,1030.0,1.72,2.0,4102,1
27,14,2665,6,0,2,0,3,615,85,60,39.0,28.0,1003.0,1330.0,3.0,1.36,871,1
27,14,2666,6,0,2,0,3,160,220,123,30.0,105.0,1205.0,532.0,1.4,2.75,5751,1
27,14,2666,6,0,2,0,3,827,861,672,54.0,17.0,830.0,1970.0,1.8,1.9,1190,1
27,14,2666,6,0,2,0,3,369,876,282,22.0,29.0,1566.0,1245.0,1.33,3.25,4150,1
27,14,2666,6,0,2,0,3,990,697,544,52.0,21.0,832.0,1735.0,3.0,1.36,173,1
27,14,2666,6,0,2,0,3,828,486,636,176.0,27.0,290.0,1355.0,3.0,1.36,2663,1
27,14,2666,6,0,2,1,3,967,1063,835,19.0,33.0,1810.0,1090.0,1.44,2.62,1065,1
27,14,2666,6,0,2,1,3,20,358,16,18.0,31.0,1945.0,1200.0,1.33,3.25,4334,1
27,14,2666,6,0,2,1,3,522,248,193,24.0,1.0,1460.0,11510.0,5.5,1.14,871,1
27,14,2666,6,0,2,1,3,76,626,62,5.0,73.0,4485.0,729.0,1.16,5.0,4273,1
27,14,2667,6,0,2,1,3,985,841,657,44.0,10.0,896.0,3930.0,2.75,1.4,1278,1
27,14,2667,6,0,2,1,3,1119,1004,856,4.0,37.0,5385.0,1024.0,1.36,3.0,4334,1
27,14,2667,6,0,2,1,3,348,68,49,23.0,15.0,1485.0,2065.0,1.53,2.37,1406,1
27,14,2667,6,0,2,1,3,307,361,239,6.0,22.0,4465.0,1566.0,1.53,2.37,3226,1
27,14,2667,6,0,2,1,3,74,723,565,28.0,8.0,1330.0,4295.0,3.25,1.33,871,1
27,14,2667,6,0,2,1,3,607,828,472,14.0,38.0,2085.0,1020.0,2.2,1.61,4188,1
27,14,2667,6,0,2,1,3,160,305,236,30.0,2.0,1205.0,9280.0,8.0,1.08,4844,1
27,14,2667,6,0,2,1,3,238,198,191,11.0,34.0,3645.0,1049.0,1.14,5.5,2442,1
27,14,2667,6,0,2,1,3,319,818,636,20.0,176.0,1790.0,290.0,2.0,1.72,4760,1
27,14,2667,6,0,2,1,3,1052,669,807,12.0,122.0,2660.0,460.0,1.2,4.33,2878,1
27,14,2667,6,0,2,1,3,873,751,585,17.0,7.0,1970.0,4355.0,4.0,1.22,5291,1
27,14,2667,6,0,2,1,3,708,455,544,21.0,16.0,1735.0,1970.0,1.57,2.25,4334,1
27,14,2668,6,0,2,2,3,607,88,62,14.0,5.0,2085.0,4485.0,3.5,1.28,2067,1
27,14,2668,6,0,2,2,3,20,1091,16,18.0,4.0,1945.0,5385.0,2.5,1.5,4827,1
27,14,2668,6,0,2,2,3,1091,309,239,33.0,6.0,1090.0,4465.0,4.0,1.22,139,1
27,14,2668,6,0,2,2,3,736,245,565,8.0,11.0,4295.0,3645.0,1.44,2.62,3512,1
27,14,2668,6,0,2,2,3,61,841,657,15.0,10.0,2065.0,3930.0,2.37,1.53,2282,1
27,14,2668,6,0,2,2,3,763,1030,585,7.0,12.0,4355.0,2660.0,1.53,2.37,2580,1
27,14,2668,6,0,2,2,3,828,305,236,176.0,2.0,290.0,9280.0,10.0,1.06,1483,1
27,14,2668,6,0,2,2,3,241,697,193,1.0,21.0,11510.0,1735.0,1.16,5.0,3701,1
27,14,2669,6,0,2,4,3,20,88,62,18.0,5.0,1945.0,4485.0,4.0,1.25,5421,1
27,14,2669,6,0,2,4,3,853,305,657,10.0,2.0,3930.0,9280.0,3.75,1.28,5729,1
27,14,2669,6,0,2,4,3,736,248,193,8.0,1.0,4295.0,11510.0,3.25,1.36,2050,1
27,14,2669,6,0,2,4,3,763,309,585,7.0,6.0,4355.0,4465.0,1.57,2.37,1344,1
27,14,2670,6,0,2,6,3,76,841,657,5.0,10.0,4485.0,3930.0,2.1,1.72,1075,1
27,14,2670,6,0,2,6,3,241,751,193,1.0,7.0,11510.0,4355.0,1.2,4.5,2990,1
27,14,2671,6,0,2,7,3,853,248,193,10.0,1.0,3930.0,11510.0,5.0,1.16,446,1
107,20,2672,7,0,2,5,3,763,723,585,5.0,6.0,4625.0,4475.0,2.75,1.44,4188,1
107,20,2672,7,0,2,5,3,853,305,236,8.0,2.0,4440.0,8700.0,3.4,1.33,329,1
107,20,2673,7,0,2,5,3,1119,88,856,4.0,7.0,4895.0,4465.0,2.1,1.72,2619,1
107,20,2673,7,0,2,5,3,173,248,193,9.0,1.0,4150.0,10010.0,6.0,1.12,129,2
107,20,2674,7,0,2,5,3,303,751,236,2.0,5.0,8700.0,4625.0,1.44,2.75,3482,1
107,20,2674,7,0,2,5,3,853,723,565,8.0,6.0,4440.0,4475.0,2.62,1.5,924,1
107,20,2675,7,0,2,5,3,76,173,62,7.0,9.0,4465.0,4150.0,2.1,1.72,3459,1
107,20,2675,7,0,2,5,3,1119,248,193,4.0,1.0,4895.0,10010.0,5.5,1.14,772,2
107,20,2676,7,0,2,5,3,763,309,585,5.0,10.0,4625.0,4045.0,1.57,2.37,1815,1
107,20,2676,7,0,2,5,3,736,305,236,6.0,2.0,4475.0,8700.0,2.75,1.44,5,1
107,20,2677,7,0,2,5,3,241,88,193,1.0,7.0,10010.0,4465.0,1.07,9.0,2969,2
107,20,2677,7,0,2,5,3,173,1091,856,9.0,4.0,4150.0,4895.0,3.5,1.3,1146,1
107,20,2678,7,0,2,6,3,241,751,193,1.0,5.0,10010.0,4625.0,1.07,9.0,2542,2
107,20,2678,7,0,2,6,3,1119,305,236,4.0,2.0,4895.0,8700.0,6.0,1.12,4080,1
34,1,2679,0,1,2,0,3,257,946,205,125.0,21.0,430.0,1730.0,4.5,1.18,2969,0
34,1,2679,0,1,2,0,3,74,518,405,25.0,149.0,1365.0,341.0,1.44,2.62,1438,0
34,1,2679,0,1,2,0,3,160,366,123,31.0,72.0,1195.0,691.0,1.28,3.5,4188,0
34,1,2679,0,1,2,0,3,838,1012,795,35.0,53.0,1090.0,797.0,2.25,1.57,2282,0
34,1,2680,0,1,2,0,3,552,184,431,69.0,201.0,705.0,242.0,1.53,2.37,4014,0
